#Thorlabs FTS
[SpectrumHeader]
#Date,20171003
#Time,17294981
#GMTTime,20294979
#XAxisUnit,nm_air
#YAxisUnit,intensity
#Average,10
#RollingAverage,0
#SpectrumSmooth,0
#SSmoothParam1,0
#SSmoothParam2,0
#SSmoothParam3,0
#SSmoothParam4,0
#IntegrationTime,120.000000
#TriggerMode,0
#InterferometerSerial,M00311012
#Source,
#AirMeasureOpt,0
#WnrMin,9801.723633
#WnrMax,50997.769531
#Length,3648
#Resolution,0.0000000000e+000
#ADC,0
#Instrument,0
#InstrModel,CCS200
#Type,emission
#AirTemp,0.00
#AirPressure,0.00
#AirRelHum,0.00
#Name,
#Comment,""
[Data]
1.960870056e+002,1.582847792e-003
1.962940979e+002,4.696138203e-004
1.965012054e+002,4.064882640e-003
1.967083282e+002,-5.026789950e-005
1.969154510e+002,2.414378803e-003
1.971225891e+002,5.123830633e-004
1.973297424e+002,7.638232200e-004
1.975368958e+002,-1.080111251e-003
1.977440643e+002,1.528804656e-003
1.979512482e+002,6.349766045e-004
1.981584320e+002,1.147939111e-004
1.983656311e+002,-1.572137699e-003
1.985728455e+002,3.823401639e-004
1.987800751e+002,3.041106684e-004
1.989873047e+002,1.646467368e-003
1.991945496e+002,-2.195163863e-003
1.994018097e+002,-4.095248005e-004
1.996090698e+002,9.509147494e-004
1.998163452e+002,-5.659642629e-004
2.000236359e+002,-2.817954810e-004
2.002309418e+002,-7.042924699e-005
2.004382477e+002,-1.044854289e-004
2.006455688e+002,-5.689868703e-004
2.008528900e+002,1.251515932e-003
2.010602417e+002,1.517853001e-003
2.012675934e+002,4.139360099e-004
2.014749451e+002,1.942498027e-003
2.016823273e+002,-1.332356478e-003
2.018897095e+002,2.719666918e-005
2.020971069e+002,-5.725505762e-004
2.023045044e+002,7.163344999e-004
2.025119171e+002,2.809433208e-004
2.027193451e+002,1.686910946e-005
2.029267883e+002,4.040400963e-004
2.031342316e+002,5.612270324e-004
2.033416901e+002,5.825380213e-004
2.035491638e+002,2.257203450e-004
2.037566376e+002,-4.079113423e-004
2.039641418e+002,1.188314753e-003
2.041716309e+002,-9.218627820e-004
2.043791504e+002,1.778602949e-003
2.045866699e+002,-3.233658499e-004
2.047942047e+002,1.066004857e-003
2.050017548e+002,-1.607314334e-003
2.052093048e+002,2.222336130e-003
2.054168701e+002,-1.073685358e-003
